V1,V2,V3,V4,V5,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,suburb,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_a5IMD6udpVmij6B,Default Response Set,Anonymous,NA,NA,0,2015-03-19 14:58:20,2015-03-19 14:59:04,1,1271253638,iZXUO4qzTRTqdY2O56InIA**,27197,Qual712-0618WaterUtilities,2,otherCity,44,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0HUIRxfVLj9Z6YJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 14:57:53,2015-03-19 14:59:10,1,1270721352,iZXUO4qzTRSYtx1DyDqNIQ**,27197,Qual712-0618WaterUtilities,1,NA,77,19098941893363,1,2,1,4,2,6,4,4,4,4,5,3,3,5,6,1,6,7,7,6,5,5,5,6,6,6,6,6,6,6,6,6,6,7
R_dhVazJDwpA4vgBn,Default Response Set,Anonymous,NA,NA,0,2015-03-19 14:57:47,2015-03-19 15:00:46,1,1131980803,iZXUO4qzTRSe3j63e7OcmA**,27197,Qual712-0618WaterUtilities,1,NA,179,17013671441893,1,3,1,1,2,6,7,7,7,4,2,3,4,5,1,1,7,7,6,6,7,6,6,6,6,6,7,6,6,7,6,6,6,6
R_8cUJuJoWj0ntrnf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 14:58:20,2015-03-19 15:04:20,1,1277773274,iZXUO4qzTRQJaViY6SSMMw**,27197,Qual712-0618WaterUtilities,1,NA,360,19204932281023,1,1,1,1,1,7,7,7,5,3,2,1,2,1,2,1,7,5,5,4,7,6,6,5,7,5,7,5,5,4,5,6,3,6
R_5aKDr0wkkjtly4d,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:00:43,2015-03-19 15:05:44,1,1208636763,iZXUO4qzTRT3yV0gcZP91g**,27197,Qual712-0618WaterUtilities,1,NA,301,18165810520693,1,2,1,1,3,7,7,7,5,4,3,5,5,1,2,1,7,7,5,6,5,7,5,5,5,5,5,4,6,4,6,5,5,5
R_9FEJhqiftXOxIxL,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:05:55,2015-03-19 15:06:37,1,1226369188,iZXUO4qzTRSBvjH7Iroukw**,27197,Qual712-0618WaterUtilities,2,otherCity,42,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0HrJWLWSR7zoUQd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:03:12,2015-03-19 15:08:11,1,1271684418,iZXUO4qzTRRkPIW2g0SWyQ**,27197,Qual712-0618WaterUtilities,1,NA,299,19113416775343,1,1,1,1,2,7,6,7,4,5,3,4,5,1,1,1,7,2,5,2,6,4,6,4,5,5,5,6,4,5,4,6,6,4
R_bHq0AMssoEMRTtr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:08:26,2015-03-19 15:09:21,1,1271034260,iZXUO4qzTRTJhGvFiGgZkQ**,27197,Qual712-0618WaterUtilities,2,otherCity,55,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1TZ0ESQZW4LhIrP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:09:54,2015-03-19 15:12:21,1,1115288353,iZXUO4qzTRSpPg8_M06d9w**,27197,Qual712-0618WaterUtilities,1,NA,147,16762783918393,1,1,1,3,2,6,6,7,4,6,4,4,4,1,1,1,7,4,6,4,6,7,7,6,7,6,6,7,6,4,7,6,6,4
R_9QRYPcrx8zCmSDX,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:16:26,2015-03-19 15:18:12,1,1274794552,iZXUO4qzTRTzL3avKIbgvw**,27197,Qual712-0618WaterUtilities,1,NA,106,19160162089363,1,1,1,2,2,6,6,6,6,2,2,2,2,6,4,1,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5
R_e39DXI8qCIgRJdz,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:15:47,2015-03-19 15:18:27,1,1277761273,iZXUO4qzTRTPRaSl-zdEng**,27197,Qual712-0618WaterUtilities,1,NA,160,19204751905993,1,3,1,1,3,6,7,7,6,2,2,3,2,7,2,1,1,2,4,4,1,3,1,3,4,2,4,4,2,2,4,2,1,2
R_dcM5XzzF4HEblUF,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:13:32,2015-03-19 15:18:45,1,1260476049,iZXUO4qzTRSPluQjfr1-lw**,27197,Qual712-0618WaterUtilities,1,NA,313,18944954989273,1,2,1,1,1,7,7,7,7,2,1,2,1,5,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,4,6,6,6,6
R_cuVHxRUFEcviTBz,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:12:27,2015-03-19 15:22:04,1,1273457976,iZXUO4qzTRT7D1qG3Y3b0A**,27197,Qual712-0618WaterUtilities,1,NA,577,19140073352083,1,2,1,1,1,6,7,7,6,4,4,2,4,4,1,1,7,7,7,7,7,5,6,4,6,4,5,4,4,4,4,3,4,5
R_07DnthaiXdlGtIp,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:23:10,2015-03-19 15:23:39,1,1114854360,iZXUO4qzTRRuRsNBEpMgSw**,27197,Qual712-0618WaterUtilities,2,otherCity,29,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_00zIerd8eSUdVYh,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:22:19,2015-03-19 15:24:42,1,1271587159,iZXUO4qzTRTY8E-szkVZ5Q**,27197,Qual712-0618WaterUtilities,1,NA,143,19111954972573,1,3,1,5,4,4,5,4,1,6,7,6,4,5,4,1,6,6,6,7,6,5,6,6,7,6,7,6,6,6,5,6,6,7
R_2aHp0znrpf5Pvdr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:12:49,2015-03-19 15:27:52,1,1264209339,iZXUO4qzTRSE9oA-srlgkw**,27197,Qual712-0618WaterUtilities,1,NA,903,19001066337973,1,1,1,2,5,5,5,4,3,3,5,4,4,2,1,1,5,1,5,5,6,5,5,3,4,4,5,5,3,5,4,5,4,5
R_77ohGUgbNefVWGp,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:27:41,2015-03-19 15:28:46,1,1217158795,iZXUO4qzTRT6ucyNUcERCQ**,27197,Qual712-0618WaterUtilities,2,consent,65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5BhCMdj3SbnMtlX,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:19:21,2015-03-19 15:28:51,1,1276630205,iZXUO4qzTRSnEUUc5zLv7g**,27197,Qual712-0618WaterUtilities,1,NA,570,19187751953953,1,1,1,1,4,6,6,7,4,3,4,5,3,5,3,1,5,3,4,5,5,5,4,4,4,5,3,4,3,2,5,4,3,4
R_b3lYvogKsedp9g9,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:30:51,2015-03-19 15:33:02,1,1067772587,iZXUO4qzTRToTuzSxRwo-g**,27197,Qual712-0618WaterUtilities,1,NA,131,16048621955413,1,1,1,1,1,7,7,7,4,3,1,4,3,4,1,1,7,7,7,7,7,4,7,4,6,4,4,4,4,4,4,4,4,4
R_9LkiXMs7pruaxVj,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:30:51,2015-03-19 15:34:16,1,1277870065,iZXUO4qzTRRD_UqzHIV65w**,27197,Qual712-0618WaterUtilities,1,NA,205,19206387049753,1,1,1,1,1,7,7,7,4,4,4,4,1,1,1,1,6,4,6,3,3,4,6,4,4,4,6,4,4,4,4,3,4,4
R_cPgf9MZjbwSOagZ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:33:39,2015-03-19 15:36:37,1,1275906867,iZXUO4qzTRSl3v23T3ey7Q**,27197,Qual712-0618WaterUtilities,1,NA,178,19176880183813,1,3,1,1,1,6,7,7,4,4,4,6,2,2,2,1,7,7,5,6,7,7,5,6,7,7,6,5,5,7,6,7,6,5
R_01CdKpxUVfFBk0Z,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:37:17,2015-03-19 15:39:02,1,1278638482,iZXUO4qzTRS_n5ucovbHeA**,27197,Qual712-0618WaterUtilities,2,attention,105,NA,1,3,1,1,1,7,7,7,7,2,1,1,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9mpRg6nReuvbzwN,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:37:15,2015-03-19 15:42:03,1,1079453556,iZXUO4qzTRT9edAArfCSlA**,27197,Qual712-0618WaterUtilities,1,NA,288,16224186919483,1,1,1,2,2,2,6,6,3,6,6,6,6,2,2,1,5,5,4,2,6,3,5,4,3,4,4,5,4,5,4,1,5,3
R_3IdCtu5dTw6eETP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:37:39,2015-03-19 15:42:32,1,1218683113,iZXUO4qzTRRcHCEyxT3AIg**,27197,Qual712-0618WaterUtilities,1,NA,293,18316807161193,1,2,1,1,1,7,7,7,6,3,1,2,1,1,1,1,6,6,7,3,5,4,6,4,6,7,6,6,6,6,6,4,4,4
R_02KnthEPKXJZvq5,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:42:21,2015-03-19 15:45:36,1,1271769882,iZXUO4qzTRR1Uyp-GA9fsQ**,27197,Qual712-0618WaterUtilities,2,attention,195,NA,1,2,1,1,1,7,7,7,7,2,3,4,4,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e9fFbzEdv1x2QyF,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:48:13,2015-03-19 15:48:31,1,1257307024,iZXUO4qzTRQmSUMltr1ZqA**,27197,Qual712-0618WaterUtilities,2,noTapWater,18,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6R0cg5tJRUVmtSJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:46:20,2015-03-19 15:49:30,1,1230261219,iZXUO4qzTRTy8pMzByyEUw**,27197,Qual712-0618WaterUtilities,1,NA,190,18490826094373,1,1,1,1,1,7,6,7,4,1,2,4,2,4,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
R_8f6jeBPMwZjz87b,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:48:18,2015-03-19 15:49:33,1,1217905227,iZXUO4qzTRT9u_kFgdLtvw**,27197,Qual712-0618WaterUtilities,1,NA,75,18305115534613,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,1,7,6,6,6,7,7,7,7,7,6,7,7,7,7,6,7,7,6
R_5u3SJJ1NHRuWr9b,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:40:53,2015-03-19 15:49:56,1,1269540254,iZXUO4qzTRTFtV5xXu5g2A**,27197,Qual712-0618WaterUtilities,1,NA,543,19081189990423,1,2,1,1,1,7,7,7,6,6,2,4,1,1,1,1,7,6,7,7,2,4,7,4,6,7,4,6,4,7,4,7,4,7
R_0lbD8vzDGVPoCa1,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:48:08,2015-03-19 15:50:57,1,1199789126,iZXUO4qzTRRotdDUGOX-iw**,27197,Qual712-0618WaterUtilities,1,NA,169,18032830536583,1,2,1,1,1,7,7,7,4,4,1,4,4,1,1,1,7,7,7,7,7,7,7,4,7,7,7,4,7,7,4,7,4,7
R_7Q9p8GY7kRTNs0t,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:48:10,2015-03-19 15:51:36,1,1259381918,iZXUO4qzTRQTrHlqbNcLSw**,27197,Qual712-0618WaterUtilities,1,NA,206,18928510200343,1,1,1,2,3,6,6,6,6,4,5,6,4,2,1,1,5,4,5,5,6,4,5,5,5,4,4,5,4,4,6,6,5,5
R_abc9kgqybd1Zszz,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:37:16,2015-03-19 15:52:01,1,1278639132,iZXUO4qzTRTnn3zdzdhzPA**,27197,Qual712-0618WaterUtilities,1,NA,885,19217946126763,1,1,1,2,1,7,7,7,6,1,1,1,2,1,1,1,7,2,3,2,7,4,5,4,4,4,4,4,4,4,4,5,4,4
R_ex7pDXpmtltqs17,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:46:31,2015-03-19 15:53:04,1,1249747039,iZXUO4qzTRQd9qsXna1pGw**,27197,Qual712-0618WaterUtilities,1,NA,393,18783697968973,1,2,1,2,2,4,6,7,4,4,5,5,5,1,2,1,6,4,5,3,6,5,4,4,5,4,6,4,3,4,5,6,4,5
R_9S87SqKwWVPGmA5,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:52:16,2015-03-19 15:59:07,1,1278639858,iZXUO4qzTRSJy6CqFEmb7A**,27197,Qual712-0618WaterUtilities,1,NA,411,19217957038543,1,3,1,1,1,6,7,7,3,5,4,4,4,1,1,1,7,6,5,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4
R_24yQpTPZQddhobz,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:56:39,2015-03-19 15:59:12,1,1172474589,iZXUO4qzTRTaYa1YbLatgw**,27197,Qual712-0618WaterUtilities,1,NA,153,17622293045473,1,3,1,1,1,7,7,7,5,6,1,4,4,1,1,1,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,7,6,7
R_86oJlY1dw2XO1c9,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:03:22,2015-03-19 16:04:34,1,1278640642,iZXUO4qzTRSwZBntVCPebw**,27197,Qual712-0618WaterUtilities,2,noTapWater,72,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_djqN4BhWX6XJY8J,Default Response Set,Anonymous,NA,NA,0,2015-03-19 15:59:15,2015-03-19 16:07:08,1,1275988019,iZXUO4qzTRRlEpQhULtRhA**,27197,Qual712-0618WaterUtilities,1,NA,473,19178099898373,1,1,1,1,1,7,7,7,4,4,4,4,4,4,3,1,7,4,4,1,7,1,3,6,6,7,4,6,5,1,7,7,6,7
R_3F9m0gISxhAUMNn,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:03:21,2015-03-19 16:07:32,1,147521410,iZXUO4qzTRTpPhtgwHUUdQ**,27197,Qual712-0618WaterUtilities,1,NA,251,2217246765103,1,1,1,1,1,5,7,7,5,4,3,4,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,4,6,7,6,7,7,5
R_eqTjhik8ACjjQUt,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:07:11,2015-03-19 16:08:24,1,1256018885,iZXUO4qzTRTBT6G41wVelw**,27197,Qual712-0618WaterUtilities,2,attention,73,NA,1,2,1,5,6,3,5,5,2,4,3,6,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9LlEeEBmTxXLJnT,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:08:49,2015-03-19 16:10:24,1,1254242466,iZXUO4qzTRSAttjiz4c0uw**,27197,Qual712-0618WaterUtilities,2,attention,95,NA,1,2,1,4,3,5,5,7,3,6,3,6,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bqoy6SH9gfuZ5Up,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:10:18,2015-03-19 16:12:58,1,1274210934,iZXUO4qzTRS8D6mIZyVtGg**,27197,Qual712-0618WaterUtilities,1,NA,160,19151390310823,1,1,1,1,1,7,7,7,7,1,1,1,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_bErCQ4M56EmA08B,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:12:41,2015-03-19 16:13:23,1,1278555160,iZXUO4qzTRR-cIvJn4HXSg**,27197,Qual712-0618WaterUtilities,2,otherCity,42,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8odopTFx8Ha7mD3,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:13:28,2015-03-19 16:18:17,1,1277762083,iZXUO4qzTRQbPnqhJZBO6Q**,27197,Qual712-0618WaterUtilities,2,attention,289,NA,1,1,1,4,4,7,7,7,4,4,4,4,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bOucnL2yKs94c2V,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:19:10,2015-03-19 16:20:05,1,1277971607,iZXUO4qzTRRcgBgZG5G5Vw**,27197,Qual712-0618WaterUtilities,2,otherCity,55,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cGrVphiJNTHnvBb,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:17:51,2015-03-19 16:21:10,1,1277880815,iZXUO4qzTRQMGF0nHWeipg**,27197,Qual712-0618WaterUtilities,2,attention,199,NA,1,3,1,1,3,5,7,7,5,4,1,4,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9BJEyFX2EpI6x5H,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:24:30,2015-03-19 16:26:27,1,1121203792,iZXUO4qzTRRbKTwufqYFJA**,27197,Qual712-0618WaterUtilities,2,attention,117,NA,1,1,1,1,1,7,7,7,3,7,5,7,4,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1RnU8fbO9BISYbb,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:21:35,2015-03-19 16:29:32,1,1273477343,iZXUO4qzTRSPnzRLXCJR1g**,27197,Qual712-0618WaterUtilities,1,NA,477,19140364438093,1,1,1,1,1,7,7,7,1,6,6,7,7,5,2,1,5,2,3,2,5,2,4,2,3,3,3,3,3,4,3,5,2,3
R_1Y9SN7zK0Yj8t5X,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:29:48,2015-03-19 16:30:40,1,1278636524,iZXUO4qzTRTq-gtcp11iSQ**,27197,Qual712-0618WaterUtilities,2,attention,52,NA,1,1,1,3,5,3,3,3,6,5,7,6,1,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_08PUpUGPS4x2vT7,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:28:45,2015-03-19 16:31:37,1,1255781621,iZXUO4qzTRRmrifAbmHriw**,27197,Qual712-0618WaterUtilities,1,NA,172,18874397736433,1,1,1,3,3,5,4,7,4,5,6,5,3,4,2,1,4,4,2,2,3,5,2,3,4,4,4,4,4,4,4,5,3,5
R_0B2Z2FvRQsYdgEd,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:33:36,2015-03-19 16:36:12,1,1269316462,iZXUO4qzTRShpSMK4oqZFg**,27197,Qual712-0618WaterUtilities,1,NA,156,19077826396663,1,2,1,2,2,5,7,5,6,2,4,3,3,4,1,1,6,6,6,5,6,4,6,4,5,4,4,4,4,4,4,4,4,3
R_3Pf9F4hd8b2vkQB,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:37:31,2015-03-19 16:38:07,1,1277827291,iZXUO4qzTRTbL5B_A-061g**,27197,Qual712-0618WaterUtilities,2,otherCity,36,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3kCDJVJiLETlSsJ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:40:05,2015-03-19 16:41:40,1,1277603353,iZXUO4qzTRSgAUVfKUsAKA**,27197,Qual712-0618WaterUtilities,2,noTapWater,95,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3q7FXZ6Cb4mWSzP,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:24:48,2015-03-19 16:47:56,1,1273173119,iZXUO4qzTRTCS4h55BpBNw**,27197,Qual712-0618WaterUtilities,2,attention,1388,NA,1,3,1,4,3,5,7,7,5,6,3,5,6,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eFENOZVXUqEliRv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:43:57,2015-03-19 16:50:11,1,1276433815,iZXUO4qzTRR3HISZjrPivw**,27197,Qual712-0618WaterUtilities,1,NA,374,19184800212253,1,1,1,1,2,7,7,7,7,2,2,2,2,3,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_9AWE6N1QcZI2Xm5,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:46:56,2015-03-19 16:50:52,1,1277699074,iZXUO4qzTRQZ3HZU315WDA**,27197,Qual712-0618WaterUtilities,1,NA,236,19203817055023,1,1,1,1,5,5,5,7,5,1,2,1,4,5,2,1,3,4,3,1,2,6,5,4,7,2,3,4,4,3,2,4,3,4
R_eyXjCGUoAcYyvrv,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:53:19,2015-03-19 16:57:44,1,1208596449,iZXUO4qzTRRpnaKMEDhGZQ**,27197,Qual712-0618WaterUtilities,1,NA,265,18165204601273,1,1,1,3,3,5,5,5,5,5,5,4,3,3,4,1,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5
R_e5L8GvuaKUXXWtf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:57:53,2015-03-19 16:58:10,1,1264609323,iZXUO4qzTRQF-4puMq-gNQ**,27197,Qual712-0618WaterUtilities,2,otherCity,17,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1B71km5YpynLj4p,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:52:52,2015-03-19 16:58:16,1,1172809619,iZXUO4qzTRQrnf2i_qUBig**,27197,Qual712-0618WaterUtilities,1,NA,324,17627328546373,1,2,1,3,3,6,7,7,6,3,2,4,3,1,1,1,7,7,6,7,7,6,4,6,4,5,4,4,5,4,5,6,4,5
R_0Sq59IIgTGFhwGx,Default Response Set,Anonymous,NA,NA,0,2015-03-19 16:58:26,2015-03-19 17:04:40,1,1238337835,iZXUO4qzTRR_LGFBPWTsyA**,27197,Qual712-0618WaterUtilities,1,NA,374,18612217632853,1,2,1,6,5,5,5,6,2,3,4,5,4,5,1,1,4,5,5,3,3,5,6,5,4,5,5,2,3,4,3,6,4,5
R_ehTcvDAdHbb3YAR,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:00:23,2015-03-19 17:04:45,1,1276017690,iZXUO4qzTRRG1VljlX4xpQ**,27197,Qual712-0618WaterUtilities,1,NA,262,19178545853503,1,1,1,1,1,6,7,7,5,2,3,3,3,2,1,1,6,6,6,3,6,4,5,4,5,4,5,4,4,4,4,4,4,4
R_08rbQ6BY91kZAhL,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:04:19,2015-03-19 17:08:01,1,1278573798,iZXUO4qzTRQvsNK8Zb45Yw**,27197,Qual712-0618WaterUtilities,1,NA,222,19216964156743,1,1,1,5,6,4,4,4,3,4,5,6,4,6,3,1,4,6,2,5,3,3,5,5,3,5,4,5,6,2,5,6,5,5
R_0ibb0k6ulB0wCJT,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:08:19,2015-03-19 17:09:48,1,1278644166,iZXUO4qzTRSNddTqEDBL5w**,27197,Qual712-0618WaterUtilities,2,attention,89,NA,1,2,1,1,4,4,4,4,3,3,4,3,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7PQhEc1n2FCDpVr,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:12:10,2015-03-19 17:15:25,1,1276918607,iZXUO4qzTRT_AV-JfljtKw**,27197,Qual712-0618WaterUtilities,1,NA,195,19192086636013,1,1,1,2,3,5,4,3,3,5,5,2,4,3,2,1,6,5,5,3,5,4,5,4,4,4,5,4,4,4,4,5,4,4
R_6KZpUo0nbFPQgPb,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:08:07,2015-03-19 17:16:59,1,1274402933,iZXUO4qzTRTsPWxT1JIjJg**,27197,Qual712-0618WaterUtilities,1,NA,532,19154276055793,1,1,1,1,1,7,7,7,7,1,1,1,1,7,6,1,6,7,7,7,7,7,6,6,7,6,6,6,7,6,6,7,6,7
R_emw0NeheiubuUJf,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:12:12,2015-03-19 17:17:16,1,1208525502,iZXUO4qzTRRdMlV5EJeBSA**,27197,Qual712-0618WaterUtilities,1,NA,304,18164138267863,1,1,1,2,2,6,6,6,6,4,5,6,4,1,1,1,6,5,6,6,6,4,6,6,5,4,4,4,4,4,4,4,4,5
R_40LssZKo8HmC6e9,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:18:10,2015-03-19 17:20:47,1,1263624736,iZXUO4qzTRQdETiUz7CH3g**,27197,Qual712-0618WaterUtilities,1,NA,157,18992279754883,1,1,1,1,1,7,7,7,7,2,1,2,1,7,7,1,7,6,6,6,7,6,6,6,7,7,6,6,6,6,7,6,6,7
R_3OBVF10skpgXTil,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:09:26,2015-03-19 17:21:06,1,1132113608,iZXUO4qzTRSIjhkIynKdAA**,27197,Qual712-0618WaterUtilities,1,NA,700,17015667501043,1,2,1,1,1,7,7,7,4,5,4,4,3,4,1,1,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,4,3
R_2n3DE6unhv0oDiZ,Default Response Set,Anonymous,NA,NA,0,2015-03-19 17:25:41,2015-03-19 17:26:51,1,1273425111,iZXUO4qzTRQUXIW7kj5RrA**,27197,Qual712-0618WaterUtilities,2,attention,70,NA,1,1,1,1,2,5,4,4,7,5,7,3,3,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
